CountryName,CountryCode,capital,lat,lon,1-Jan-20,2-Jan-20,3-Jan-20,4-Jan-20,5-Jan-20,6-Jan-20,7-Jan-20,8-Jan-20,9-Jan-20,10-Jan-20,11-Jan-20,12-Jan-20,13-Jan-20,14-Jan-20,15-Jan-20,16-Jan-20,17-Jan-20,18-Jan-20,19-Jan-20,20-Jan-20,21-Jan-20,22-Jan-20,23-Jan-20,24-Jan-20,25-Jan-20,26-Jan-20,27-Jan-20,28-Jan-20,29-Jan-20,30-Jan-20,31-Jan-20,1-Feb-20,2-Feb-20,3-Feb-20,4-Feb-20,5-Feb-20,6-Feb-20,7-Feb-20,8-Feb-20,9-Feb-20,10-Feb-20,11-Feb-20,12-Feb-20,13-Feb-20,14-Feb-20,15-Feb-20,16-Feb-20,17-Feb-20,18-Feb-20,19-Feb-20,20-Feb-20,21-Feb-20,22-Feb-20,23-Feb-20,24-Feb-20,25-Feb-20,26-Feb-20,27-Feb-20,28-Feb-20,29-Feb-20,1-Mar-20,2-Mar-20,3-Mar-20,4-Mar-20,5-Mar-20,6-Mar-20,7-Mar-20,8-Mar-20,9-Mar-20,10-Mar-20,11-Mar-20,12-Mar-20,13-Mar-20,14-Mar-20,15-Mar-20,16-Mar-20,17-Mar-20,18-Mar-20,19-Mar-20,20-Mar-20,21-Mar-20,22-Mar-20,23-Mar-20,24-Mar-20,25-Mar-20,26-Mar-20,27-Mar-20,28-Mar-20,29-Mar-20,30-Mar-20,31-Mar-20,1-Apr-20,2-Apr-20,3-Apr-20,4-Apr-20,5-Apr-20,6-Apr-20,7-Apr-20,8-Apr-20,9-Apr-20,10-Apr-20,11-Apr-20,12-Apr-20,13-Apr-20,14-Apr-20,15-Apr-20,16-Apr-20,17-Apr-20,18-Apr-20,19-Apr-20,20-Apr-20,21-Apr-20,22-Apr-20,23-Apr-20,24-Apr-20,25-Apr-20,26-Apr-20,27-Apr-20,28-Apr-20,29-Apr-20,30-Apr-20,1-May-20,may022020
Czech Republic,CZE,Prague,50.087465,14.421254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,12,19,26,32,40,63,94,116,150,214,298,344,434,522,694,904,995,1165,1236,1394,1654,2062,2279,2663,2829,3002,3308,3589,3858,4190,4472,4587,4822,5017,5312,5569,5732,5902,5991,6059,6141,6303,6433,6549,6654,6787,6914,7041,7136,7188,7273,7352,7404,7449,7504,7579,7682,7737
Dem. Rep. Congo,COD,Kinshasa,-4.321705,15.312597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3,14,14,14,23,26,26,45,45,54,58,58,81,98,98,123,123,134,154,154,161,180,183,215,223,234,234,235,254,267,287,307,327,332,350,359,377,394,416,442,459,471,491,500,572,604
Denmark,DNK,Copenhagen,55.686724,12.570072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,5,8,10,20,23,31,38,113,264,516,676,804,827,875,932,1024,1115,1151,1255,1326,1395,1460,1591,1724,1877,2046,2201,2395,2577,2860,3107,3386,3757,4077,4369,4681,5071,5402,5635,5819,5996,6174,6318,6511,6681,6879,7073,7242,7384,7515,7695,7912,8073,8210,8445,8575,8698,8851,9008,9158,9311
Djibouti,DJI,Djibouti,11.856775,42.757785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,12,12,13,15,19,26,31,34,41,41,51,59,90,121,135,140,150,187,214,298,363,435,591,732,732,846,846,945,974,986,999,1008,1023,1035,1072,1077,1089,1097
Dominica,DMA,Roseau,15.299192,-61.387287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,11,11,11,11,11,11,12,12,14,14,14,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Dominican Rep.,DOM,Santo Domingo,18.480197,-69.942111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,4,5,7,8,10,11,11,11,11,11,21,21,34,112,202,245,312,392,488,581,719,859,901,1109,1284,1380,1488,1578,1745,1828,1956,2111,2349,2620,2759,2967,3167,3286,3614,3755,4126,4335,4680,4964,5044,5300,5543,5749,5926,6135,6135,6416,6652,6972,7288
Ecuador,ECU,Quito,-0.220164,-78.512327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,9,10,13,13,14,14,15,17,19,21,23,28,37,58,111,168,199,426,532,789,981,1082,1211,1403,1627,1835,1890,1966,2302,2758,3163,3368,3465,3646,3747,3995,4450,4965,7161,7257,7466,7529,7603,7858,8225,8450,9022,9468,10128,10398,10850,11183,11183,11183,22719,23240,24258,24675,24934,26336
Egypt,EGY,Cairo,30.048819,31.243666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,15,32,49,55,59,60,80,93,93,110,126,166,196,210,256,285,294,327,366,442,456,495,536,576,609,656,710,779,779,985,1070,1073,1322,1560,1699,1794,1939,2065,2190,2350,2505,2673,2844,3032,3144,3333,3490,3490,3659,4092,4319,4319,4782,5042,5268,5537,5895
El Salvador,SLV,San Salvador,13.697759,-89.19301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,5,9,13,13,13,19,30,32,32,41,46,56,62,69,78,78,103,117,118,118,125,149,159,159,164,177,190,201,218,225,237,250,261,298,298,323,345,377,424,446
Estonia,EST,Tallinn,59.437216,24.745369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,5,10,11,12,12,13,16,27,79,115,171,205,225,258,267,283,306,326,352,369,404,538,575,640,679,715,745,779,858,961,1018,1097,1108,1149,1185,1207,1258,1304,1309,1332,1373,1402,1434,1459,1512,1528,1535,1552,1559,1592,1605,1635,1643,1647,1660,1666,1689,1694
eSwatini,SWZ,Mbabane,-26.316667,31.133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,4,4,6,9,9,9,9,9,9,9,9,9,9,10,10,12,12,12,14,14,15,15,16,16,19,19,22,24,24,31,32,40,40,59,65,71,91,100,106
Ethiopia,ETH,Addis Ababa,9,38.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,5,6,7,9,9,11,11,11,12,12,16,16,16,23,25,29,29,35,38,43,44,52,55,56,65,69,71,74,82,85,92,96,105,108,111,114,116,116,117,122,123,124,126,130,131,133
Finland,FIN,Helsinki,60.167409,24.942568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,6,7,7,10,12,19,25,30,40,50,59,155,183,210,267,272,319,369,400,450,521,626,700,792,880,958,1025,1218,1218,1313,1384,1446,1518,1615,1882,1927,2176,2308,2487,2605,2769,2905,2974,3064,3161,3237,3369,3489,3681,3783,3868,4014,4129,4284,4395,4475,4576,4695,4740,4906,4995,5051
France,FRA,Paris,48.85661,2.351499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,5,6,6,6,6,6,6,6,6,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,14,17,38,57,100,130,178,212,285,423,613,716,1126,1412,1784,2281,2876,3661,4499,5423,6633,7730,9134,10995,12612,14459,16018,19856,22302,25233,29155,32964,37575,40174,44550,52128,56989,59105,64338,68605,70478,74390,78167,82048,86334,90676,93790,95403,98076,103573,106206,108847,109252,111821,112606,114657,117324,119151,120804,122577,124114,124575,125770,126835,128442,129581,130185
Gabon,GAB,Libreville,0.390002,9.454001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,6,6,6,6,7,7,7,7,7,16,18,18,21,21,21,21,30,33,44,46,49,57,57,75,87,95,108,109,109,120,156,166,167,172,176,176,211,238,276,276,308
Gambia,GMB,Banjul,13.45535,-16.575646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,11,12,12
Germany,DEU,Berlin,52.517037,13.38886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,7,8,9,11,11,11,12,13,13,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,21,47,57,111,129,157,196,262,400,684,847,902,1139,1296,1567,2369,3062,3795,4838,6012,7156,8198,14138,18187,21463,24774,29212,31554,36508,42288,48582,52547,57298,61913,67366,73522,79696,85778,91714,95391,99225,103228,108202,113525,117658,120479,123016,125098,127584,130450,133830,137439,139897,141672,143457,145694,148046,150383,152438,154175,155193,156337,157641,159119,159119,161703
Ghana,GHA,Accra,5.560014,-0.205744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,6,6,7,11,16,21,24,27,53,68,132,137,141,152,152,152,195,204,205,214,214,287,287,313,378,378,408,566,566,636,641,641,641,834,1042,1042,1042,1154,1154,1279,1279,1550,1550,1671,1671,2074,2074
Greece,GRC,Athens,37.983972,23.727806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,7,7,8,9,10,32,45,66,73,84,90,99,133,190,228,331,352,387,418,464,495,530,624,695,743,821,892,966,1061,1156,1212,1314,1375,1514,1613,1673,1735,1755,1832,1884,1955,2011,2081,2114,2145,2170,2192,2207,2207,2207,2235,2245,2401,2408,2463,2490,2506,2506,2534,2534,2576,2591,2591
Greenland,GRL,Nuuk,64.175029,-51.735539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,5,6,9,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Guam,GUM,Hagåtña,13.477344,144.752191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,14,15,27,29,32,37,49,51,55,56,60,69,77,82,87,93,110,112,121,125,128,130,133,133,134,135,135,135,136,136,136,136,136,137,140,141,141,142,144,145,145,146,146
Guatemala,GTM,Guatemala City,14.641789,-90.513224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,8,9,13,17,19,20,21,24,25,32,34,36,36,38,46,47,50,61,70,74,80,87,126,137,153,156,167,180,196,214,235,257,289,294,316,342,384,430,473,500,530,557,585,599,644
Guyana,GUY,Georgetown,6.801111,-58.155278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,4,5,5,5,5,5,5,5,5,5,5,8,8,8,12,19,19,23,24,29,31,33,37,37,40,45,45,47,48,55,57,63,63,65,66,67,67,70,73,74,74,74,75,78,82,82
Honduras,HND,Tegucigalpa,14.093192,-87.201263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,6,8,9,12,24,24,26,27,30,36,52,67,95,110,139,141,172,219,222,264,268,298,305,312,343,382,392,393,397,407,419,426,442,457,472,477,494,510,519,519,591,627,661,693,738,771,804,899
Hong Kong,HKG,Hong Kong,22.3,114.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,8,8,8,10,10,12,13,15,15,17,21,24,25,26,29,38,49,50,53,56,56,57,60,62,63,68,68,69,74,79,84,91,92,94,95,96,100,100,105,105,107,108,114,115,120,126,129,134,140,145,155,162,181,208,256,273,317,356,386,410,453,519,561,641,682,714,765,802,845,862,890,914,935,960,973,989,1000,1004,1009,1012,1017,1017,1021,1024,1025,1025,1029,1033,1035,1035,1037,1037,1037,1037,1037,1037,1039,1039
Hungary,HUN,Budapest,47.498382,19.040471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,12,13,16,25,31,39,50,50,73,85,103,131,167,187,226,261,300,343,408,447,492,525,585,623,678,733,744,817,895,980,1190,1310,1410,1458,1512,1579,1652,1763,1834,1916,1984,2098,2168,2284,2383,2443,2500,2583,2649,2727,2775,2863,2942
Iceland,ISL,Reykjavík,64.145981,-21.942237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,16,26,35,43,53,55,65,70,85,117,117,138,178,199,247,250,330,409,473,568,588,648,737,802,890,963,1020,1086,1135,1220,1319,1364,1417,1486,1562,1586,1616,1648,1675,1689,1701,1711,1720,1727,1739,1754,1760,1771,1773,1778,1785,1789,1789,1790,1792,1792,1795,1797,1797,1798
India,IND,New Delhi,28.614179,77.202266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,28,29,31,34,39,44,50,73,75,83,90,93,125,137,165,191,231,320,439,492,562,649,724,873,979,1071,1251,1397,1965,2301,2902,3374,4067,4421,5194,5734,6412,7447,8356,9152,10363,11438,12380,13387,14378,15712,17265,18600,19984,21393,23077,24506,26496,27892,29435,31332,33050,35043,37336
Indonesia,IDN,Jakarta,-6.175394,106.827183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,4,5,6,13,19,34,52,69,96,117,134,172,172,227,309,450,514,579,686,790,893,1046,1155,1285,1414,1528,1677,1790,1986,2092,2273,2491,2738,2956,3293,3512,3842,4241,4557,4839,5136,5516,5923,6248,6575,6760,7135,7418,7775,8211,8607,8882,9096,9511,9771,10118,10551
Iran,IRN,Tehran,35.700618,51.401379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,18,28,43,61,95,139,245,388,593,978,1501,2336,2922,3513,4747,5823,6566,7161,8042,9000,10075,11364,12729,13938,14991,16169,17361,18407,19644,20610,21638,23049,24811,27017,29406,32332,35408,38309,41495,44606,47593,50468,50468,55743,58226,60500,62589,64586,66220,68192,70029,71686,73303,74877,76389,77995,79494,80868,82211,83505,84802,85996,87026,88194,89328,90481,91472,92584,93657,94640,95646
Iraq,IRQ,Baghdad,33.302431,44.378799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,6,7,13,19,21,26,31,38,46,54,61,61,61,70,74,85,85,124,124,154,164,177,193,214,233,266,316,346,382,458,506,547,630,694,694,772,772,878,961,1031,1031,1202,1232,1279,1318,1352,1378,1400,1415,1434,1482,1482,1539,1574,1602,1602,1677,1708,1763,1820,1847,1847,2003,2085,2153
Ireland,IRL,Dublin,53.349765,-6.260273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,6,13,18,19,21,28,35,43,70,91,129,169,223,292,366,557,683,785,906,1125,1329,1564,1819,2121,2415,2615,2910,3235,3447,3849,4273,4604,5111,5364,5709,6224,7393,8089,8928,9655,10647,11479,12547,13271,13980,14758,15251,15652,16040,16671,17607,18184,18561,19262,19648,19877,20253,20612,20833
Israel,ISR,Jerusalem,31.789118,35.222973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,7,7,10,12,13,15,17,19,25,39,55,70,82,96,116,178,250,260,427,433,677,712,883,1071,1442,1930,2369,2666,3035,3619,4247,4473,4916,5591,6252,7428,8018,8430,8904,9248,9404,9968,10408,10743,11145,11586,12046,12501,12758,12982,13265,13491,13713,13942,14592,14882,15058,15298,15398,15466,15589,15834,15946,16101
Italy,ITA,Rome,41.894802,12.485338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17,79,132,229,322,400,650,888,1128,1689,2036,2502,3089,3858,4636,5883,7375,9172,10149,12462,15113,17660,21157,23980,27980,31506,35713,41035,47021,53578,59138,63927,69176,74386,80539,86498,92472,97689,101739,105792,110574,115242,119827,124632,128948,132547,135586,139422,143626,147577,152271,156363,159516,162488,165155,168941,172434,175925,178972,181228,183957,187327,189973,192994,195351,197675,199414,201505,203591,205463,207428
Jamaica,JAM,Kingston,17.971215,-76.792813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,9,10,10,13,15,16,19,19,19,19,21,25,26,26,32,34,38,38,44,47,53,55,58,59,63,63,63,65,69,72,73,105,125,143,163,173,196,223,233,252,252,288,305,350,364,381,396,422,432
Japan,JPN,Tokyo,34.696864,139.404903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,3,4,7,11,14,15,19,20,20,25,25,25,25,25,25,25,25,29,30,38,52,59,59,66,84,93,105,132,144,144,164,186,210,230,239,254,254,268,317,349,408,455,488,514,568,619,675,737,780,814,824,829,873,950,1007,1046,1089,1128,1193,1268,1364,1499,1693,1866,1953,1953,2178,2617,2935,3271,3654,3817,3906,4257,4667,5347,6748,7255,7645,8100,8582,9167,9795,10361,10751,11118,11496,11772,12240,12892,13182,13385,13576,13852,14088,14281,14544
Jordan,JOR,Amman,31.951569,35.923963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,35,52,56,69,84,99,112,127,153,172,212,235,259,268,274,278,299,299,323,345,349,349,358,372,372,381,389,391,397,401,402,407,413,417,425,425,428,437,441,444,447,449,449,451,453,459
