CountryName,CountryCode,capital,lat,lon,1-Jan-20,2-Jan-20,3-Jan-20,4-Jan-20,5-Jan-20,6-Jan-20,7-Jan-20,8-Jan-20,9-Jan-20,10-Jan-20,11-Jan-20,12-Jan-20,13-Jan-20,14-Jan-20,15-Jan-20,16-Jan-20,17-Jan-20,18-Jan-20,19-Jan-20,20-Jan-20,21-Jan-20,22-Jan-20,23-Jan-20,24-Jan-20,25-Jan-20,26-Jan-20,27-Jan-20,28-Jan-20,29-Jan-20,30-Jan-20,31-Jan-20,1-Feb-20,2-Feb-20,3-Feb-20,4-Feb-20,5-Feb-20,6-Feb-20,7-Feb-20,8-Feb-20,9-Feb-20,10-Feb-20,11-Feb-20,12-Feb-20,13-Feb-20,14-Feb-20,15-Feb-20,16-Feb-20,17-Feb-20,18-Feb-20,19-Feb-20,20-Feb-20,21-Feb-20,22-Feb-20,23-Feb-20,24-Feb-20,25-Feb-20,26-Feb-20,27-Feb-20,28-Feb-20,29-Feb-20,1-Mar-20,2-Mar-20,3-Mar-20,4-Mar-20,5-Mar-20,6-Mar-20,7-Mar-20,8-Mar-20,9-Mar-20,10-Mar-20,11-Mar-20,12-Mar-20,13-Mar-20,14-Mar-20,15-Mar-20,16-Mar-20,17-Mar-20,18-Mar-20,19-Mar-20,20-Mar-20,21-Mar-20,22-Mar-20,23-Mar-20,24-Mar-20,25-Mar-20,26-Mar-20,27-Mar-20,28-Mar-20,29-Mar-20,30-Mar-20,31-Mar-20,1-Apr-20,2-Apr-20,3-Apr-20,4-Apr-20,5-Apr-20,6-Apr-20,7-Apr-20,8-Apr-20,9-Apr-20,10-Apr-20,11-Apr-20,12-Apr-20,13-Apr-20,14-Apr-20,15-Apr-20,16-Apr-20,17-Apr-20,18-Apr-20,19-Apr-20,20-Apr-20,21-Apr-20,22-Apr-20,23-Apr-20,24-Apr-20,25-Apr-20,26-Apr-20,27-Apr-20,28-Apr-20,29-Apr-20,30-Apr-20,1-May-20,may022020
Kazakhstan,KAZ,Astana,51.150921,71.43886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,33,37,49,53,56,60,62,79,88,120,193,229,284,325,340,348,386,460,460,531,670,704,759,802,840,880,961,1179,1267,1331,1470,1591,1654,1735,1949,2025,2191,2334,2482,2652,2717,2860,3063,3205,3504,3671
Kenya,KEN,Nairobi,-1.283253,36.817245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,7,7,7,7,15,16,25,25,31,31,38,42,50,59,81,110,122,126,142,158,172,179,184,189,191,197,208,216,225,234,246,262,270,281,281,303,320,336,343,355,363,374,384,396,411
Kosovo,RKS,Pristina,42.663877,21.164085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,86,91,94,94,112,125,125,126,135,145,145,170,184,184,250,283,283,283,387,387,449,480,510,561,598,604,630,669,703,731,763,780,790,799,806,806,823
Kuwait,KWT,Kuwait City,29.379709,47.973563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,26,43,45,45,46,56,57,57,58,60,61,64,65,69,72,80,100,104,112,123,130,142,148,159,176,188,189,191,195,208,225,235,255,266,289,317,342,342,479,556,665,743,855,910,993,1154,1234,1300,1355,1405,1524,1658,1752,1915,1995,2080,2248,2399,2614,2892,3075,3288,3440,3740,4024,4377
Kyrgyz Republic,KGZ,Bishkek,42.879758,74.586688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,14,14,16,42,44,44,58,84,84,84,107,112,125,144,144,216,228,270,280,298,339,377,419,430,449,466,489,506,554,568,590,612,631,656,665,682,695,708,729,746,746,769
Laos,LAO,Vientiane,17.964099,102.613371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,6,6,9,9,10,10,10,10,11,12,12,15,16,16,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Lebanon,LBN,Beirut,33.89592,35.47843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,4,10,13,14,15,16,22,27,32,41,41,61,66,80,93,99,120,120,133,149,163,230,248,267,304,333,368,391,412,438,446,463,479,494,494,520,527,541,548,575,582,609,619,630,632,641,658,663,668,672,673,677,677,682,688,696,704,707,710,717,721,725,729
Lesotho,LSO,Maseru,-29.310054,27.478222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,LBY,Tripoli,32.896672,13.177792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,8,8,10,10,11,11,18,18,18,19,21,24,24,25,25,26,35,48,49,49,49,49,51,51,59,60,61,61,61,61,61,61,61,63
Luxembourg,LUX,Luxembourg,49.815868,6.129675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,4,5,6,7,7,26,38,58,77,81,140,210,345,484,670,798,875,1099,1333,1453,1605,1831,1950,1988,2178,2319,2487,2612,2729,2804,2843,2970,3034,3115,3223,3270,3281,3292,3307,3373,3444,3480,3537,3550,3558,3618,3654,3665,3695,3711,3723,3729,3741,3769,3784,3802
Macao,MAC,Macau,22.2,113.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,5,6,7,7,7,7,7,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,15,17,17,18,24,24,25,30,31,33,37,37,38,41,41,41,43,43,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
Madagascar,MDG,Antananarivo,-18.910012,47.525581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,17,19,19,23,24,28,37,44,46,54,59,65,71,72,77,85,93,93,102,102,106,106,108,110,111,117,117,121,121,121,121,121,122,124,124,128,128,128,132,135
Malawi,MWI,Lilongwe,-13.973456,33.787812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,5,8,8,8,9,12,13,16,16,16,16,17,17,17,17,18,23,33,33,33,34,36,36,36,37,37
Malaysia,MYS,Kuala Lumpur,3.154687,101.713636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,7,7,8,8,8,8,8,10,12,14,15,16,18,18,18,18,19,21,22,22,22,22,22,22,22,22,22,22,22,22,23,25,25,29,33,36,50,50,83,93,99,117,129,149,158,197,238,428,553,673,790,900,1030,1183,1306,1518,1624,1796,2031,2161,2320,2470,2626,2766,2908,3116,3333,3483,3662,3793,3963,4119,4228,4346,4530,4683,4817,4987,5072,5182,5251,5305,5389,5425,5482,5532,5603,5691,5742,5780,5820,5851,5945,6002,6071
Mali,MLI,Bamako,12.649319,-8.000337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,9,18,18,18,28,36,39,41,45,47,56,59,59,87,105,116,123,144,148,171,190,216,224,246,258,293,309,325,370,389,408,424,482,490,508
Mauritania,MRT,Nouakchott,18.079238,-15.978007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,3,3,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8
Mauritius,MUS,Port Louis,-20.163728,57.504533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,14,28,36,42,48,81,94,102,110,128,143,154,169,186,196,227,244,268,273,314,318,319,324,324,324,324,324,324,325,328,328,328,329,331,331,331,332,334,334,334,334,334
Mexico,MEX,Mexico City,19.432601,-99.133342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5,6,6,6,6,7,7,8,10,11,16,26,41,53,82,93,118,164,203,251,316,367,405,475,585,717,848,993,1094,1215,1378,1510,1688,1890,2143,2439,2785,3181,3441,3844,4219,4661,5014,5399,5847,6297,6875,7497,8261,8772,9501,10544,11633,12872,13842,14677,15529,16752,17799,19224,20739
Moldova,MDA,Chisinau,47.012274,28.860594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,6,8,20,23,29,30,36,49,66,80,94,109,125,149,177,199,231,263,298,353,423,505,591,752,864,965,1056,1174,1289,1438,1560,1662,1712,1934,2049,2154,2264,2351,2472,2548,2614,2778,2926,3110,3304,3408,3481,3638,3771,3897,3980
Mongolia,MNG,Ulaanbaatar,47.949809,106.966724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,4,5,5,6,10,10,10,10,10,11,11,12,12,12,12,14,14,14,14,14,15,15,16,16,16,16,16,16,30,30,31,31,31,32,34,35,35,36,36,38,38,38,38,38,38,39
Morocco,MAR,Rabat,34.022405,-6.834543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,4,5,5,6,7,18,28,37,44,54,63,86,96,115,134,170,225,275,345,358,479,556,617,654,708,708,919,1021,1120,1184,1275,1374,1448,1545,1661,1763,1888,2024,2283,2564,2685,2855,3046,3209,3377,3568,3758,3897,4065,4120,4252,4321,4423,4569
Mozambique,MOZ,Maputo,-25.966213,32.56745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,7,7,8,8,8,8,10,10,10,10,10,10,10,17,17,20,20,21,27,28,29,31,34,35,39,39,39,41,46,65,70,76,76,76,76,76,79
Myanmar,MMR,Naypyidaw,19.754005,96.134498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,5,5,8,8,14,15,16,20,20,21,21,22,22,22,27,28,31,41,62,74,74,85,94,107,111,119,121,127,132,144,146,146,146,150,150,151,151
Namibia,NAM,Windhoek,-22.553039,17.054379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,698,698,698,698,698,699,699,699,699,699,700,704,704,704,707,707,707,709,709,710,710,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712
Netherlands,NLD,Amsterdam,52.37454,4.897976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,13,18,28,38,82,128,188,265,321,382,503,614,804,959,1135,1413,1705,2051,2460,2994,3631,4204,4749,5560,6412,7431,8603,9762,10866,11750,12595,13614,14697,15723,16627,17851,18803,19580,20549,21762,23097,24413,25587,26551,27419,28153,29214,30449,31589,32655,33405,34134,34842,35729,36535,37190,37845,38245,38416,38802,39316,39791
New Zealand,NZL,Wellington,-41.288764,174.777224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,4,5,5,5,5,6,6,6,6,8,12,16,20,28,39,53,66,102,142,189,262,338,416,476,552,647,647,723,772,824,872,911,943,969,992,1015,1035,1049,1064,1072,1078,1084,1086,1094,1098,1105,1107,1112,1112,1114,1117,1121,1122,1124,1126,1129,1132,1134
Nicaragua,NIC,Managua,12.146124,-86.273717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,4,4,4,4,5,5,5,5,5,6,6,6,6,7,7,9,9,9,9,9,9,9,9,9,10,10,10,11,12,13,13,13,14,14,14
Niger,NER,Niamey,13.499814,2.109486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,7,7,10,10,10,10,20,20,74,74,98,120,184,253,278,342,410,438,491,529,548,570,584,609,627,639,648,655,655,662,671,681,684,696,701,709,713,719,728
Nigeria,NGA,Abuja,9.064331,7.489297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,8,8,12,22,30,40,44,51,65,81,97,97,131,131,151,174,190,210,232,238,254,276,288,305,318,323,343,373,407,442,493,542,627,665,782,873,981,1095,1182,1273,1337,1532,1728,1932,2170
Norway,NOR,Oslo,59.913269,10.739111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,15,19,25,33,56,86,113,147,169,192,277,489,621,621,907,1077,1169,1308,1423,1552,1742,1926,2132,2371,2566,2916,3156,3581,3845,4102,4226,4447,4665,4935,5208,5510,5640,5755,5863,6010,6160,6244,6320,6415,6488,6566,6677,6791,6791,6984,7068,7113,7166,7250,7345,7408,7467,7505,7533,7605,7667,7710,7759
Oman,OMN,Muscat,23.51255,58.551373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,6,6,6,6,7,11,15,16,17,17,18,18,18,19,19,20,20,22,24,24,39,39,48,52,55,66,84,99,109,131,152,167,179,192,210,231,231,277,298,371,419,419,457,484,546,599,813,910,910,1019,1069,1180,1266,1508,1508,1614,1716,1790,1905,1998,2049,2131,2274,2348,2447
Pakistan,PAK,Islamabad,33.666667,73.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,5,5,5,6,6,9,13,16,16,20,21,21,30,31,187,187,302,478,495,646,784,887,991,1057,1197,1197,1408,1526,1625,2039,2291,2291,2291,2450,3277,3864,4072,4322,4601,4788,5038,5374,5716,5988,6505,7025,7481,7993,8418,9216,9749,9749,11155,11940,12723,13328,14079,14885,15759,16817,18114
Palestine,PSE,Jerusalem,31.789118,35.222973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,19,20,20,29,30,33,35,38,38,39,41,44,47,48,52,59,59,60,62,84,91,97,106,115,117,134,155,155,186,217,253,260,263,263,266,268,268,268,287,291,294,307,313,322,329,329,335,336,340,342,495,495,495,507,507,517
Panama,PAN,Panama City,8.983333,-79.516667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,14,27,36,43,43,69,86,109,137,200,245,313,345,443,588,674,786,901,989,1075,1181,1317,1475,1673,1801,1988,2100,2249,2528,2752,2974,3234,3400,3472,3574,3751,4016,4210,4273,4467,4658,4821,4992,5166,5338,5538,5779,6021,6200,6378,6532,6720
Papua New Guinea,PNG,Port Moresby,-9.47433,147.15995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8
Paraguay,PRY,Asunción,-2.474256,-78.184317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,6,6,7,8,8,9,11,11,13,18,22,22,27,37,41,52,56,59,64,65,69,69,77,96,104,113,113,115,124,129,133,134,147,159,161,174,174,202,202,206,208,213,213,220,223,228,228,230,239,249,266,333
Peru,PER,Lima,-12.062106,-77.036526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,9,11,17,22,38,43,71,86,117,145,234,263,318,363,395,416,558,580,635,671,852,950,1065,1323,1414,1595,1746,2281,2561,2954,4342,5256,5897,6848,7519,7519,10303,11475,12491,13489,14420,15628,16325,17837,19250,20914,21648,25331,27517,28699,31190,33931,36976,40459
Philippines,PHL,Manila,14.590622,120.97997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,6,10,33,33,49,52,64,111,140,142,187,202,230,230,380,380,462,552,636,707,803,1075,1418,2084,2084,2311,2633,3018,3094,3246,3660,3764,3870,4076,4076,4428,4648,4932,5223,5453,5660,5878,6087,6259,6459,6599,6710,6981,7192,7294,7579,7777,7958,8212,8488,8772
Poland,POL,Warsaw,52.231924,21.006727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,6,11,17,22,31,49,68,104,125,177,238,287,355,425,536,634,749,901,1051,1221,1389,1638,1862,2055,2311,2554,2946,3383,3627,4102,4413,4848,5205,5575,5955,6356,6674,6934,7202,7582,7918,8379,8742,9287,9593,9856,10169,10511,10892,11273,11617,11902,12218,12640,12877,13105
Portugal,PRT,Lisbon,38.707751,-9.136592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,9,13,21,30,39,41,59,78,112,169,245,331,448,642,785,1020,1280,1600,2060,2362,2995,3544,4268,5170,5962,6408,7443,8251,9034,9886,10524,11278,11730,12442,13141,13956,15472,15987,16585,16934,17448,18091,18841,19022,19685,20206,20863,21379,21982,22353,22797,23392,23864,24027,24322,24505,25056,25351
Puerto Rico,PRI,San Juan,18.384239,-66.05344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,100,127,174,239,286,316,378,452,475,513,573,620,683,725,788,897,903,923,974,1043,1068,1118,1213,1252,1252,1252,1252,1276,1307,1371,1389,1400,1433,1539,1575
